pull_request_id,user_id,body,github_comment_id
39363,39268,Can we change this back to just any instance-store image as it was before?,872490
38628,30727,"I'm not following this: if the application doesn't see the error, then they'll call the wrong interface (commit, rather than rollback).  What happens if  you ignore that an update failed, then call commit?

i agree the crashes make the implicit roll-back ",872474
39363,39268,Can we leave the previous defaults here until we have euconfig working the way we want. After that we can pull this info from there.,872492
39365,16638,I don't think we should hard code the version in here. Can you please update this to follow the same process as we use when updating the version on manifest.json (https://github.com/blackberry-webworks/Ripple-UI/blob/cce755e8b7afdcb30b2473ee9a1d090fa89b99,872493
39343,4960,"Will name_cont match a sku?

Edit: I could have kept reading.... :)",872548
38628,30737,"Hi Keith,

> We could put a flag in the txn structure that we're about to return WT_DEADLOCK, and go ahead and release our locks so other things can proceed.
> 
> Then, we return WT_DEADLOCK on every cursor op until rollback is called, and if you call",872488
39343,4896,"No, but name_or_sku_cont will.",872549
39343,4960,"With just name_cont, I was not getting any results back in the json response, regardless of what I searched for. It was returning just an empty array. There may have been something else that was influencing that, though.",872558
39343,4896,"Alright then, let me take another look at this then. 

p.s. isn't it past your bedtime?",872563
39343,4960,Ha! It's just turning 11:00pm here. I take it you're back in Australia. :),872566
39343,4960,"On your comment about the request spec, I ended up having to do something similar to test creating a promotion that creates a line item. You should be able to rip that off as a starting point.",872570
39191,23793,"I moved ""name"" into Command. Whew, that was a lot of small edits everywhere to hit every command register. I also pushed on the command names into Strings.js while I was at it since I had to touch them anyway.

Can we talk more about the Menu and MenuIt",872705
39191,23793,"Done, though the core menu creation code doesn't use them yet since the addMenuItem impl doesn't support relativeID and position yet

-----Original Message-----
From: Narciso Jaramillo [mailto:reply@reply.github.com] 
Sent: Wednesday, May 23, 2012 11:",872712
39159,41785,I think we still need it if you use  when no resource is passed to .,872972
39116,134368,"ok, removed LongRunning from this test",872975
39380,108068,"

Though it's a mistake to include teacup files directly, so it's safe to assume no duplicates",872957
38628,30737,"Ack, I guess a checkpoint of most files isn't particularly useful.  I'll change it to WT_ERR.",873002
38628,30737,"I think it was safe, but this way is clearer, and now that I can use , the loop will usually be fast anyway.",873007
38628,30737,I think we're saying the same thing: writes for eviction could return early but sync writes would continue.  I'm going to add a a note about this to #218: it sounds like we should wait until that is fixed before making this a more common case.,873041
38628,30737,"I'd separate the API issue from the flag, which we can change in whatever way we like.  I'll switch the API to default ""transactional=on"", we can worry about the internals later.",873052
38628,30737,The distinction isn't about whether the material is a tutorial -- it's about information for people writing applications vs running them.  I've put those sections into the programming page.,873086
38628,30737,"That logic will be folded into test txn02, so I've removed it.",873098
34716,294271,Done. Errors are added when there are bad indices.,873191
39395,128761,"If the case is we set timeout for 6000 millis
so the total connectAndBind can be more than 6000 millis.. why? because conn.setSoTimeout was set to enquireLinkTimer (of course the value is non 0)
You get what I mean?

I think the conn.setSoTimeout(...) sho",873177
38628,30737,Added to #218.,873101
38957,6952,this has been removed from the original code: https://github.com/videlalvaro/RabbitMqBundle/pull/35/files#L0L69,873265
39397,859,"you should use a relative path so that browsing the doc for another branch or tag does not send you back to master when following a link.

And you have a type: MongoDB, not MondoDB",873246
38562,8808,"Sorry, I don't have much time to work on it this week. I'm looking for some extra time during the week-end or next week.

In the meantime, re-reading the conversation I'm not sure to get what you prefer, do you want to move the special case in the `Hookab",873271
39401,19579,"Is this something we can try and merge into https://github.com/benmatselby/sublime-phpcs. The code looks to follow the same structure, so adding this in shouldn't be too difficult. More than happy to do this if you don't mind?",873273
38628,30737,Optimizing bsearch is not in scope for the transaction work -- this issue would apply any time we call it.  I've opened #220 for this.,873106
38957,6952,"This comment applies to all the new classes:

So while I'm not an ""please attribute me freak"", I can say that adding this note to every class makes it look like you are the author of the whole bundle basically, when what you did was to refactor it into us",873280
39401,36293,Yes I was inspired by your plugin to run the command. What you're saying is a good idea.,873286
38628,30737,"I don't see any reason to add more checks for WT_CONN_TRANSACTIONAL -- the existing code will generate the error message ""No transaction is active"", which is what I would expect.

Ack on the error messages in begin_transaction.

The usual argument for non",873145
38957,53834,"I think you should add something like that to each file : 

`
/*
 * This file is part of the RabbiyMqBundle package.
 *
 * (c) Alvaro Videla <blablabla@blablabla>
 *
 * For the full copyright and license information, please view the LICENSE
 * file that",873296
39401,19579,"I'm currently trying to integrate this.. I will stick it on a branch and let you know, so you can see it in action before I merge it into master branch. I wasn't aware of this application, so very pleased to see this.",873299
38957,6952,+1 on your idea.,873308
38628,30737,This was just matching other methods in session -- I'll take it out.,873156
38628,30737,I've changed it to roll back if closing cursors fails.  The common code between commit and rollback is already in .,873172
39409,51989,"HTML element ids have dashes instead of underscores :-)
",873310
38628,30737,"Optimizing qsort and bsearch is outside the scope of the transaction work, I've opened #220 for this.",873179
38628,30737,"I've opened #221 for further discussion of whether WiredTiger should force transactions to roll back, and if so, when.",873225
38997,48906,"Break the line. 
Specify what the function returns.",873394
38997,48906,"If it replaces validRead() then remove it.
validRead() is been tested at TestReadAlgorithm, adapt it to test this new function.",873397
38997,48906,"Use symbolic constants instead of -1, -2",873402
39416,41505,"Closing the socket right away can lead to loss of data;

    client.timing(...); // Need a round or two in the event loop for DNS lookups &c.
    client.close(); // Will close the socket before any further event loops

Trivially hackable thusly https://gi",873433
39420,157238,"this looks pretty yucky, i bet there's a way nicer rails way of writing this. anyone feel free to refactor this :)",873517
39418,30598,"This is a really unpleasant error to be thrown to the user, given the underlying cause. There is a log.warn earlier to tell the user no port was available, but we should also strive to have the thrown exception tell the user what's wrong.

This fixes the ",873510
38957,19926,"Hi, no problem, it was just an automatic add from my IDE. On my side i don't care to appear anywhere. I juste move some code so I totally agree you stay the main contributor ;)",873545
39205,66401,"Since it is not realy a bug but only a bad definition of a requirement that a file name should be a ruby file.
what I am realy worried is why the typo  in the lib/params.rb did not break the tests.. My tests were broken.. so why the tests in the BBFS mast",873548
38957,6952,I think your name should be listed there. Don't get me wrong.,873553
38957,6952,@tyx please don't forget this as well. The attributions discussion is diverting attention :),873555
38957,19926,I just want to say I have no preferences. I let you manage how author should appear.,873579
38957,19926,I just push a fix,873582
39427,47662,Can we add some API docs here?,873566
39429,859,it would be cleaner to have different branches for Symfony 2.0 and Symfony 2.1 to us the real signature. The upcoming BC break will probably force you to do it anyway,873580
39429,859,use <2.2-dev as 2.2.0-alpha is lower than 2.2,873586
38957,6952,"I prefer to have an CONTRIBUTORS file, which I think github can even automate that. So I don't like all these copyright, notices on top of code basically.",873589
38957,19926,I'm fine with that !,873605
39401,19579,"I've added basic support now: https://github.com/benmatselby/sublime-phpcs/tree/fixer Let me know if that matches what you had. There is more work to be done, as we could integrate with the sidebar to fix a directory. Also need to inform the user in a bet",873685
39424,19490,"value attribute is better than text because text should be inside tag ()
simular to ",873611
39424,19490,Why did you remove this validation?,873629
39436,10837,Why do you remove this code?,873718
39441,10837,It has only been fixed one year ago. Are we sure all browser instances have been updated in the world?,873740
39436,7210,"I explained it in the commit message: ""We don't need a proxy file for JObject since it has always been autoloaded.""",873770
39441,7210,They certainly haven't. But at least Chrome users (biggest group of WebKit users) update very fast and I don't think we should penalize the users of newer browsers.,873772
38562,3940,"It's totally right Jonathan, thank you very much for your work.

I would prefer to move the special case from  to another place like https://github.com/codegram/spinach/blob/master/lib/spinach/runner/scenario_runner.rb#L45.

I guess it ",873782
39463,9163,can you remove the empty line?,873981
39463,9163,can you also add a find() call and run the same assertions to ensure that the modified state is also persisted correctly?,873984
39467,164029,"Can we restore the previous formatting for the construction of gson, as it helps to see what has changed and avoids merge conflicts.",873996
39467,102701,"I can't remember to actually have changed formatting, so sure go ahead.

Sergio Bossa
Sent by iPhone

Il giorno 24/mag/2012, alle ore 12:11, Tom McAdam<reply@reply.github.com> ha scritto:

>> 
>> public class GsonQueryClient implements StringQuery",874063
39473,12092,"s/Ruby and Rails and more/Ruby, Rails, and more/",874066
39476,859,you never use the loader in the closure,874100
34716,17590,Don't need null check: getAnnotatedFields is never null.,874302
34716,17590,"Strictly speaking, this check should be in an override of validateFields (which should probably call super).",874305
34716,17590,"I'd also like to catch the case (and test that we catch the case) of:

",874310
39487,29068,"believe me, I wouldn't add something like that if it was ""unnecessary"". But I will add a comment for this line",874328
38888,11355,"This module contains code that is common to the system and system group errata controllers.  Since it is not used by views, it is best placed in a module as has been done vs within a helper.  The module itself could be placed in any of several places (e.g",874322
39476,33390,Had some trouble in getting annotations to load. It seems that I didn't clean up enough.,874431
38989,22199,I wrote to Parse to see if they are OK with this binary redistribution.,874478
39497,30500,"This reads weird, having the assignment in the if condition. Something like...



or



Wou",874498
39498,2146,This is taking DRY too far IMO. This part is more maintainable (easier to read and modify) before this change.,874502
39497,30500,Should this have an  helper like below?,874514
39497,30500,Would  be a more descriptive name?,874508
39497,30500,"Same comment as above.

Also, this repetition should be extracted into something like the  helpers commented on above.",874531
39497,30500,"Could be simplified to...



Assuming we are using jQuery .",874545
39497,30500,"Is the goal here just to ensure a trailing slash? Would something like this suffice.



Would return...



EDIT:",874621
39507,448824,Shouldn't this be ?,874672
39505,38158,"keeping this at class-level is a bit irritating, why not just have local vals in the test cases?",874612
39505,134368,"yes, it is, but how can I change it to a val when it is used later, see L89",874635
39509,17067,"You can use this instead if you want: 
  
    node(first).address",874717
39505,134368,"ah, stupid me, thanks",874682
39510,125506,import numpy (as np) ?,874764
39292,138084,"Sorry should have been clearer, I wasn't talking about the style, but the 10 blank lines at the end of the file that could be removed.",874782
39509,134368," can only be used in the jvm which runs that node, so if I want secondAddress from first node that will not work, so I think I stick to always retrieving the address from the conductor",874762
39497,49053,LOL! Been writing faaar too much javascript of late!,874787
39497,30500,"Actually you should be able to just use the data api.



EDIT: This is moot if you use the below for setting the data path. It would never be empty.",874864
39507,448824,"As far as I can see  is currently unused.
It should be enough to have the name as index of  for now.",874867
39519,39495,nit: Can we move the conditional to the arg to prevent dupe of the call? i.e. ,874926
34716,17590,An array of ints would be simpler.,874939
39397,1636,"And you have a typo, too: , not  :)",874987
34716,17590,"I don't think the cast is necessary, is it?",874947
34716,17590,Can we add some tests for this?  Thanks.,874951
39497,49053,"esentially yes, but we are also trying to exclude sending through ' data-path=""//""' (coming when path == '/') or ' data-path=""/""' (when path is '') as this will screw the file creation.",875021
39522,859,it should be null !==  instead of !is_null(),875026
38888,11373,"Updating the help line (and in a few other places) to read:  help=_(""comma separated list of system group names (required)""))  ",875029
39497,49053,"But if you pass  you'll get .

But the path format the Wiki class is expecting is not the full path - i.e.  should be passed through as .

And if you're in the root directory, it expects  to be passed.",875137
39532,4328,Why don't we just use model.cid here?,875150
34716,294271,Yes. I'll write them soon.,875140
39497,30500,"Not quite. The magic of  is that you never get two slashes next to each other.

",875165
34839,395643,"Solved... well, ""solved"" :-)
The problem was the comparation is_a($query, 'Elastica_Client'). If I build a Elastica_Query_Term, then the compartion will return false (yes, obiously) I possible to ask for ""any elastica query object""?",875214
39497,49053,"You guys didn't want me to break out the Perl stuff!!! :-/

Ok, i'll go with that one, but I think the original is more clear of the intent:

* if the  is not nil, an empty string or '/', put in a  attribute for the js to deal with.
* el",875294
39536,36271,"Just to keep it consistent with the rest of the code shouldn't you do it like this?:
    
    if (isset($type['index_analyzer'])) {
        $this->indexConfigs[$indexName]['config']['mappings'][$name]['index_analyzer'] = $type['index_analyzer'];
    }
   ",875295
39537,41738,"If' we're not using jquery on the other reps yet, should this change not be in tiddler.html instead?

I kind of assume that jquery will be needed everywhere eventually, but that's eventually.",875302
38888,11352,"I agree 100%.   Sadly things like before_delete don't work on associations.    You can't use validate because you need to know if its changed, and you can't do that with an association on validation.",875187
39532,41286,"*Facepalm*
That's a much better solution. However, some tests need te be updated. Will submit a new pull request shortly.",875364
39497,30500,The 3 condition logic is just looks messy and passing  around is a bit of a code smell.,875482
37568,13686,"I think this can be removed, since you already have  defined.",875509
39545,38158,"could use

    node().isLeader must be(ifNode(a1)(true)(false))

if you are so inclined. Otherwise I might as well remove that method, so please comment.",875492
37568,13686,This can probably get moved up to the  block since we won't be calling it from any other method or route.,875529
37568,13686,"Since we now have more than one HAML template, it's probably a good time to create a layout for HAML files so we can eliminate the standard HTML boilerplate from our views.",875537
39545,134368,"yes, that is much better, I will change to that (and look more carefully what other goodies we have in there)",875558
37568,13686,"Since it's possible for this form to be re-rendered after an error occurs, we should populate the data from  in each input so the user doesn't have to re-key all the fields. For example:

`haml
%input#description(name=""description"" type=""text"" v",875557
39509,134368,"ah, sorry for my stupid comment, now I see what you mean.
node is a utility in MultiNodeSpec
hmm I think something need to change name here
if that is named node, we should probably use something else in the tests (I named the cluster node, after your tes",875636
39548,16702,We don't need this line anymore.,875644
38998,280225,Behave as different user then authentication,875512
37568,13686,"Ok, so this guy is starting to bother me since it isn't a class. And I'm seeing the impacts of that throughout the app. If we make an  class, then we can do a little copying from  which will clean things up nicely. For examp",875653
37568,13686,"Do you think, in the spirit of keeping things organized, we could create another file to manage all the activity related bot functions? I just don't want to see this bot file get loaded up with tons of hooks over time. ",875659
39545,134368,"ok, pushed change to this branch",875676
37568,13686,What is this for?,875662
37568,13704,"Yeah, that was leftover cruft.",875664
37568,13704,Yes. Thanks for saying it. I was being lazy not refactoring into a class.,875681
39548,16702,"We should have spaces before and after the plus signs. Even though it wasn't there before.
http://docs.jquery.com/JQuery_Core_Style_Guidelines#Spacing",875694
37568,13686,"We _might_ want to consider  here. I think that's what we want. It will make all the validations and updates easier. I know it's a bit heavy handed, but why re-invent the wheel right? I'll leave that decision in your hands.",875701
39551,199933,"@michaelmior The lexer name (from pygments) is Awk and not awk.  That said, simply removing the lexer line would be better since Linguist would then default to Awk for the lexer name anyway, so there's no need to specify it.",875692
37568,13704,Yeah. I actually left that in thinking it would be an easy refactoring for someone coming to OSS and Anita to work on.,875721
39160,34838,"I'll take a look at how FWS was implemented, but I believe it's one of those Exception driven parts of the code (kinda dirty, I know).",875729
37568,13704,This is another case where we need an ORM and I'm strong arming some thing together. What this allows is inside an template we can do  vs . What we really need though is a messages class that respond to .,875744
39553,5452,"Can you describe the thought behind this test?

I read it as:

  *  is a list
  *  should iterate the list
  * If  for each iteration is a lambda:
    * It should be executed
    * It should receive the raw content string as ",875737
39553,5452,This again comes back to special handling for .,875743
39553,5452,"This seems like a really useful test, but I'm having trouble reasoning about how it plays with the expectations we've set up.

Then again, if  from inside a lambda *isn't* useful, that seems like an oversight.  Any idea what kind of implementation ",875777
37568,13686,"Gotcha. As an interim step couldn't we just do this in the sinatra route block (or whatever it's called)



Of course getting",875783
37568,13704,I'm thinking the correct route is to go back and get a proper ORM in the system before moving further in this branch.,875798
37568,13686,:+1: Let me know if you need a hand with that. ,875846
39560,15612,A little web-pi is still hanging out in here. ,875927
38997,48906,is this being used?  else remove,875888
39558,73845,"""if ((blinkCount & 1) != 0) {"" would be more efficient here.",875824
39332,3226,You're right. This used to be nested but not anymore.,876126
39558,221903,"There's a much more efficient version in my experimental branch, I'll try and have it merged to master tonight.",875880
39559,10047,"The only way a timeout should occur is if  is not called within a preset amount of time.  This means that there can only be one timeout error.  This deferred error can only happen once at most.  IMHO, this behavior is desired.

Say an error occ",875870
38997,48906,"encapsulate (private or package private).
Consisten naming: heapOfElders or eldersHeap or even a more descriptive name",876086
39573,77084,"Not sure this is the best approach, but I couldn't think of a clean way of separating out the path-based and file-object based approach, so trying to generate either key type from the start seems the most generic.",876185
39332,3226,I left it to also have the error logged in the console but I'll revert this change.,876212
39345,96834,Great work with merging has_evaluation? method! I think this now should be updated :),876293
39577,28346,"Missing 'if', should read ""Returns  if this node...""",876344
39574,35334,"""will not be built""",876318
39160,34838,"Yeah, it doesn't appear to do anything. I'm just going to remove all of it down to something simple

",876512
39584,109997,"why don't you call both torso joints:

e.g.:
[torso_tilt_joint, torso_pan_joint]",876513
39587,448904,"You don't need to convert to a string. Just do:
if (AppSettings.Browser != BrowserProduct.Firefox)",876622
39587,448904,"Just do the following. AppSettings.Browser is already a BrowserProduct.
BrowserProduct browserProduct = AppSettings.Browser;

Please review all cs files for similar changes needed related to this type.",876642
39587,448904,AppSettings.Domain is already a string.,876654
39591,4041,Nit: Add a blank line to be consistent.,876769
39587,448904,Please avoid using delays. Should be able to just wait for an adapter to exist.,876720
39591,4041,Nit: Remove one of these empty new lines.,876784
39587,448904,Please don't include commented code.,876755
39160,34825,Do we really require a comment and is that always sent from shopify?,876827
39600,20474,I think that dialect does not matter there. Please remove it.,876853
39599,14625,"not



?

(You changed the test below to use unit name as method name, so I figured Alchemist didn't support the  format.)",876829
39536,7294,"You're right, it's not consistent. I changed it that way to make it easier to add new configuration options. I'm updating the pull request.",876956
39599,21763,"oh I guess both work, but I like the to.unit format better",876876
39599,14625,"Ah OK cool, just wanted to make sure it wasn't a typo.",876880
39613,19341,"Just a random question.  Have you thought about showing asynchronous sequencing with Future + for-expressions?   Would make an awesome example.  If you don't have time, I'll try to pull something from a presentation I'm about to give on it.",877174
39207,19341,"What about:  

    for(x <- xs; if !seen(x)) {
      buf += x
      seen += x
    }

?",877157
39613,49148,"No, I'm just learning API to find out how to make thread pools die.  But I'll give it thought.  I intended to contribute more here after M4. That's just a random answer.",877209
39618,25930,i would call it grey then :),877215
39207,49148,"My fingers almost did that and then stopped after deleting braces from distinct.  I don't mind further suggestions, BTW, I'll apply them.  Examples should absolutely show a cleanest model; otherwise we nulis get the wrong idea and won't unlearn it for yea",877245
39616,120915,Nochmal Grammatiknazi ;) (you asked for it :space_invader:),877292
39613,19341,"Another random question: What's the color of a duck?

Looking forward to a truly random answer :)",877304
39629,20682,Should this handler only listen when the commands are active?,877334
39354,10394,I guess that way's better.,877361
33321,859,This is broken as there is no Exception class in the current namespace.,877379
33321,859,what about beta and RC releases ?,877401
39632,444891,"Again, pointer to MADLIB issue also desirable.",877373
39633,62649,"it is unnecessary to unset the context here, since it is unset inside doFilter() (line 316)",877402
39636,5275,"Apologies for the nit, but s/login/log in",877499
39629,13865,I wondered about that.  It seemed harmless (and slightly simpler) to just leave it active all the time since finalizeDocumentNavigation() will harmlessly no-op if that flag isn't set.  But I'm happy to change it if you'd prefer.,877475
39629,20682,Comments for inc are not enforced. Remove or fix?,877536
39633,62824,This assignment looks useless as next line also sets this property. ,877823
39646,4348,"How about a bit more readable blocks?

    col_num.times do |col|
      il = Magick::ImageList.new
      row_num.times do |row|
        il.push(Magick::Image.read(file_list[col][row]).first)
      end
      ilg.push(il.append(true))
    end",877959
39646,4348,There is really no reason for the parenthesis.,877982
39646,4348,"    puts ""\nYou can view the file here on s3:"", link",877989
39646,4348,"The  approach is a bit more efficient than reading everything into memory.
Using open with a block makes sure we close.

    File.open(filepath, 'wb') do |fout|
      open(@params['image_url']) do |fin|
        IO.copy_stream(fin, fout)
  ",878049
39649,13865,"Maybe it's obvious from context, but it wouldn't hurt to say what the string key means here.",878042
39646,4348,"Also a bit longer, but way more readable.

    aws = config_data['aws']
    client.tasks.create(
      'ImageProcessor',
      image_url: aws['image_url'],
      aws_access: aws['access_key'],
      aws_secret: aws['secret_key'],
      aws_s3_bucket_name:",878072
39633,62649,You're right. You are probably the first who review this code which is quite old :).,878065
39649,13865,Should move this up so it's next to getChecked(),878081
39656,12107,changed this to a hex value for consistency,878114
39649,13865,"Looks like we need a colon and space added there.  Also, might be useful to show an example?",878089
39658,16473,@apex13 Can we remove the sitespages styles we don't really use that anymore,878200
39649,13865,"The ctor arguments above imply commandFn isn't optional, and register() below throws if it's null, so is this check unneeded?",878115
39649,13865,"This can't be reused as a generic no-op command because its label will always be ""Experimental:""",878139
39658,16473,"@apex13 Many of these _layout_ styles seem to be duplicated in ,  and .
We should figure out which ones are actually applied & move everything to .

![Duplication](http://f.cl.ly/items/0a1V3U",878228
39662,37913,Unindent parameters by one level (see [numpy docstring standard](https://github.com/numpy/numpy/blob/master/doc/HOWTO_DOCUMENT.rst.txt#sections)),878235
39658,16473,@apex13 Do we still need this extra property after setting the ?,878230
39649,13865,"Also, the core commands in Commands.js don't follow this format.  We should probably mention that (it's implied by ""Plugins should..."" but easy to miss).",878146
39661,5624, is not the syntax you want. Just leave it off to get the defaults.,878206
39661,5624,You need to use versioncmp with this. Probably better to just create SemVer objects.,878239
39649,13865,"I think the idea with storing _enabled on the command is that we shouldn't need to re-run the function here.  If the command impl is listening for the right change conditions and pushing updates to the enabled state whenever it hears about such changes, I",878165
39662,37913,"I don't think :matplotlib:  is valid restructuredtext. writing

    matplotlib's  function

 should be sufficient. ",878275
39658,16473,"@apex13 Same here, do we need this extra border property?",878281
39649,13865,Looks like indentation got screwed up here,878246
39658,16473,@apex13 Since this is a  do we need display: block?,878304
39661,5624,"extract the 3 parts of the version check if block into separate methods. This will clean up this longer method and make understanding each individual version of upstart easier.

Probably make those 3 methods private.",878311
39649,13865,"I think getKeymap() is unneeded now that Menus doesn't use it.  We should probably remove it, since it's temping to get the map and add/remove entries directly instead of going through addBinding()/removeBinding().",878301
39661,5624,"convert this (and the others) to 

  if !is_upstart?
    return super
  end
  ....",878316
39658,16473,"@apex13 Can't we remove all the CSS that contains  (also in ) ?
I didn't found any references in the HTML or JavaScript.",878323
39661,5624,"you want to ensure a comment, so change  to 

Another way of achieving this is to use the negation of the check that  is present.",878326
39649,13865,Is it ok for any random code to call this?  Or is it intended only for internal use by modules like CommandManager and Menus?  We should document the answer.  Ditto for removeBinding().,878315
39662,37913,"I think the default name should be settable. Also, I think it should contain the figure number so that you don't overwrite figures you just saved.

Could you add a  parameter to the function which defaults to 'untitled_%i'? Then the above li",878338
39658,16473,"@apex13 since we don't support IE5.0 nor IE5.5 [1], can we remove ?

[1] http://www.quirksmode.org/css/cursor.html#note",878335
39649,13865,Docs for keyCmds should indicate type may be an Array & docs for platform should indicate it's optional.,878340
39662,37913,"I think it's common to just use  for string. Also, I'm a bit uncomfortable with  as the parameter name since there's the built-in python function of the same name. (It won't break anything, but it's usually best not to use it as a name.)",878376
39649,13865,"Also, while you're editing this code could we add an ?",878351
38608,10434,"You are right, I added Pow. Anything else?",878397
39649,13865,"Also, should document the format of the shortcut.  Looks like ?",878370
39649,13865,We don't need both falsy and undefined checks -- falsy catches both null and undefined (along with empty string and zero).  Ditto for the matching code in removeBinding().,878390
39662,37913,"I think it's unnecessary to add the extension to the filename *and* specify . Also, you should create the filename once then reuse:

And this would be passed to  and to . Note",878408
39649,13865,"menuID and menuItemID aren't real types... I think it should say ""string"" and then in prose document what the string means.",878402
39649,13865,"Since we're searching by id, we could probably skip the ""#main-toolbar .nav"" part of the selector.  For something this simple, maybe we should even just bypass jQuery and directly do a ?",878423
39676,10404,Why is this line here? It looks like a leftover from some refactoring?,878387
39661,5624,Change to existence check for the file. Handle the missing case explicitly.,878480
39676,10404,"There should be a space after a comma (), to be consistent.",878407
39662,37913,"I can definitely see the use of saving multiple file formats, but I think we should default to  and grab the default from . Note, you'll have to add something like:
`python
if isinstance(format, basestring):
    ",878488
39649,13865,"I'm a little worried about how this works.  If anyone else has registered a keybinding for this command, it won't show up -- only ones passed here during menu item creation show up.  Similarly, if someone adds/removed a binding later on, the menu item doe",878489
39689,16473,@apex13 Can we remove  here and in all the other files?,878500
39689,16473,@apex13 can we remove  here & in all the other files?,878505
39012,13423,"Will do, first time really adding those.. ",878517
39012,13423,Yeah is there a different way to work with core_ rather than using straight query strings? I have run into this before. Some sort of utility or something might be nice.,878522
39676,10404,Space after the comma.,878411
39012,13423,"Yeah that's pretty ugly, will do.",878531
39649,23793,"In an earlier implementation it was optional but now it's not and I didn't update this code. Good catch!

-----Original Message-----
From: Peter Flynn [mailto:reply@reply.github.com] 
Sent: Thursday, May 24, 2012 2:08 PM
To: Ty Voliter
Subject: Re: ",878585
39700,859,"The only place where the library does not follow the Symfony2 standards is for array keys, where underscores should be used (which also leads to a violation of the Twig CS for the same reason). So I'm wondering about changing them to underscores in the v2",878655
39649,23793,"I realize our internal plugins use dot rather than dash in the command id's. Should I recommend plugins follow so my example would be:

author.myplugin.mycommandname

instead of 

author-myplugin-mycommandname

-----Original Message-----
From: Pe",878637
39649,23793,"This was originally added for the earlier menu implementation. I was about to remove it, but thought of two use cases:
	- a feature that shows the user all the shortcuts (like Eclipse) in a window
	- a feature that provides a UI for editing shortcuts
",878704
39701,5275,nit: spacing between > and h3,878725
39701,5266,other than the spacing lgtm,878780
39704,104025,"Sorry, just caught this: these are still MD5s.",878740
39649,23793,"@ray is out so I will fix this. Ray, have a look at this since Javascript is a bit funny on how 0, undefined, and null work compared to native code.",878795
39701,5275,"Should it be home_breadcrumb, just for easier reading?",878820
39707,20384,"Considering events propagation, we should use proxy.hierarchyHasListener().",878818
39649,20266,Good catch! Not sure how I miss typing a 't' there.,878805
39649,20266,"ok, I'll remove the unneeded undefined checks.",878828
39649,20266,"And also we may still need it for unit testing. Otherwise, it is hard to verify the key binding APIs.",878887
39649,13865,"Typo: constas -> constants

Also: AddMenuItem() -> addMenuItem(), I think?",878895
39649,23793,"Another option would be to provide a single lookup function so a client could key the bindings for a given command. 

-----Original Message-----
From: Raymond Lim [mailto:reply@reply.github.com] 
Sent: Thursday, May 24, 2012 4:16 PM
To: Ty Voliter
S",878907
39711,70144,"I think that in this context you could use the snappiest form of the simplified render syntax, which would be

<%= render @chapter %>

Being in the chapters folder, this will look for a partial named _chapter, and assume a variable @chapter will be used f",878949
39649,13865,"Not sure I understand this comment.  Was it supposed to get replaced with another constant?  (Placeholder for a placeholder, if you will :-)",878933
39713,4030,I would leave this as 'Changeset' as it is one word and seems to be used everywhere. ,878955
39717,20384,Many of these props are not supported in Android.,878970
39649,20266,"For the second problem, we only need to dispatch add/remove events if these events are not triggered by the add/remove menu items. ",878945
39701,5275,"I think you want to include _header, to be consistent with both the locator and the other header tests that have it appended",878991
39701,5275,"here, also: is_developer_opportunities_header_visible",878995
39649,13865,"This should also have an ""!"" since it's required.  Also, I think this one and the below one don't need the parens (the close-paren on the line below is also in the wrong place, so fix that bit if you keep them).",878960
39711,70144,"Simplified rendering of partials - render 'hidden_fields', :form => f

(They explain it better than me: http://guides.rubyonrails.org/layouts_and_rendering.html#using-partials
and
http://archives.ryandaigle.com/articles/2008/11/20/what-s-new-in-edge-rails",879008
39676,11834,"Yup, good catch.  Fixed locally, will push later today.  Thanks!",878421
39649,13865,Needs to be indented one more space,878964
39649,13865,This check is unneeded since you already throw for all !command cases above.,878968
39649,13865,"I think the ""same name"" part of this message is out of date.  Looks like it's only checking the id (which makes sense to me).",878972
39717,6757,@pingwang2011 this is **excludes** section,879070
39723,8211,"We're storing tags in the index, so you could more easily do a filter on the tag in the index. That's probably a lot easier than what you're doing here.",879077
39676,11836,"We need to have our fallback import here (and in interactiveshell.py), as  is gone in Python 3. Once we drop support for 2.6, we can use multiple contexts in a single  statement anyway, so we won't need it.",878807
39649,13865,General comment: these errors about ids being missing from the map or ids colliding should probably include the id in the exception string.  Makes reading error reports / stack traces easier.  (This also applies to some of the error cases in KeyBindingMan,878979
39649,13865,name needs to be escaped before adding to HTML (or add after the fact via jQuery),879003
39649,13865,"If command is passed into the constructor a few lines above here, why do you also need to call setCommand()?",879026
39649,13865,"Instead of  I think you want  -- the former syntax is supposed to be for Objects that are used as a map.  Also, use ""?"" instead of ""(optional)"".  Also I think there's an extra "")"" and ""}"" near the end of the line for ""bindings",879036
39676,10404,"What exception is this code trying to catch? ? It should be explicit. I think that a general ""try/except"" clause like this is a bad programming style.",878454
39649,13865,"Also, is there a task to implement this method later this sprint?  If not, should we remove it for now?",879043
39649,13865,"Ditto, maybe we should remove or comment out since it won't be supported for a while.",879060
39717,20384,"Sorry, I did not notice this is excludes section. Please ignore my previous comment.",879207
39649,23793,"I'll remove it. It was there because there are now View menu sections yet (since we won't have a lot of menu item there). 

-----Original Message-----
From: Peter Flynn [mailto:reply@reply.github.com] 
Sent: Thursday, May 24, 2012 4:27 PM
To: Ty Voli",879083
